num_links,num_words,num_special_chars,has_spammy_keywords,label
1,130,6,1,NOT SPAM
2,118,3,0,NOT SPAM
4,127,7,1,NOT SPAM
0,67,18,0,NOT SPAM
0,53,11,1,NOT SPAM
1,89,9,0,NOT SPAM
1,45,13,1,NOT SPAM
4,102,11,0,NOT SPAM
2,43,19,1,NOT SPAM
2,111,3,1,NOT SPAM
2,155,18,1,SPAM
5,17,6,0,NOT SPAM
3,110,0,0,NOT SPAM
4,115,7,0,NOT SPAM
3,185,10,1,SPAM
0,74,0,1,NOT SPAM
3,61,0,0,NOT SPAM
2,80,3,1,NOT SPAM
3,199,3,1,SPAM
3,180,10,0,SPAM
1,24,0,0,NOT SPAM
1,66,9,1,NOT SPAM
4,177,3,0,NOT SPAM
0,67,6,1,NOT SPAM
2,140,1,1,NOT SPAM
3,158,12,1,SPAM
1,42,18,0,NOT SPAM
0,96,3,1,NOT SPAM
3,103,5,0,NOT SPAM
2,112,16,0,NOT SPAM
1,109,8,0,NOT SPAM
2,173,1,1,NOT SPAM
1,111,19,0,SPAM
0,106,5,1,NOT SPAM
2,134,17,1,SPAM
0,11,14,0,NOT SPAM
3,131,15,0,SPAM
2,109,0,0,NOT SPAM
4,157,9,1,SPAM
1,55,9,1,NOT SPAM
0,54,5,0,NOT SPAM
0,68,3,1,NOT SPAM
4,144,13,0,SPAM
0,185,16,1,SPAM
5,79,2,1,NOT SPAM
0,14,1,0,NOT SPAM
3,193,17,0,SPAM
2,187,16,1,SPAM
1,103,12,1,NOT SPAM
1,72,18,0,NOT SPAM
1,174,9,1,SPAM
2,70,3,0,NOT SPAM
3,176,16,0,SPAM
2,32,15,1,NOT SPAM
3,111,18,0,SPAM
3,114,13,0,NOT SPAM
1,115,19,0,SPAM
2,82,14,0,NOT SPAM
2,190,18,0,SPAM
2,97,2,0,NOT SPAM
4,134,19,1,SPAM
1,187,19,0,SPAM
0,38,15,0,NOT SPAM
1,152,6,0,NOT SPAM
2,51,17,1,NOT SPAM
0,122,7,0,NOT SPAM
1,132,13,1,SPAM
0,30,17,0,NOT SPAM
2,88,0,0,NOT SPAM
2,5,19,1,NOT SPAM
3,197,5,0,SPAM
0,101,12,0,NOT SPAM
5,91,0,1,NOT SPAM
5,79,18,0,NOT SPAM
1,112,6,0,NOT SPAM
4,19,15,0,NOT SPAM
2,146,13,0,SPAM
3,59,1,1,NOT SPAM
2,133,6,0,NOT SPAM
3,37,19,0,NOT SPAM
2,74,19,0,NOT SPAM
2,60,14,1,NOT SPAM
2,27,13,1,NOT SPAM
2,58,0,0,NOT SPAM
0,94,16,0,NOT SPAM
4,135,15,1,SPAM
4,50,4,0,NOT SPAM
1,138,2,0,NOT SPAM
3,157,19,0,SPAM
0,21,18,0,NOT SPAM
2,160,1,1,NOT SPAM
0,164,13,1,SPAM
3,97,18,1,SPAM
2,27,12,1,NOT SPAM
1,148,12,0,NOT SPAM
0,100,5,0,NOT SPAM
0,158,8,1,NOT SPAM
4,165,19,1,SPAM
2,190,0,0,NOT SPAM
2,180,9,0,SPAM
3,87,2,0,NOT SPAM
5,59,5,0,NOT SPAM
3,173,15,0,SPAM
0,66,19,1,NOT SPAM
0,149,5,0,NOT SPAM
2,106,11,0,NOT SPAM
2,63,2,1,NOT SPAM
2,146,17,0,SPAM
3,153,2,0,NOT SPAM
0,195,4,0,SPAM
0,178,18,1,SPAM
3,59,17,0,NOT SPAM
2,66,7,0,NOT SPAM
3,171,9,0,SPAM
1,174,18,0,SPAM
3,52,9,1,NOT SPAM
3,107,1,0,NOT SPAM
1,32,9,0,NOT SPAM
3,88,17,0,SPAM
4,138,3,0,NOT SPAM
2,63,2,1,NOT SPAM
1,94,16,1,NOT SPAM
4,74,16,0,NOT SPAM
1,171,11,0,SPAM
1,189,16,1,SPAM
3,186,12,1,SPAM
1,64,8,0,NOT SPAM
4,149,0,1,NOT SPAM
3,172,14,0,SPAM
0,70,18,1,NOT SPAM
2,119,8,0,NOT SPAM
3,128,16,1,SPAM
2,186,14,0,SPAM
1,75,1,0,NOT SPAM
4,48,3,1,NOT SPAM
1,88,6,1,NOT SPAM
1,199,7,1,SPAM
0,61,0,0,NOT SPAM
3,40,0,1,NOT SPAM
0,61,4,1,NOT SPAM
2,125,7,0,NOT SPAM
1,175,0,0,NOT SPAM
1,48,2,1,NOT SPAM
2,66,16,0,NOT SPAM
4,119,2,1,NOT SPAM
4,87,0,0,NOT SPAM
3,65,3,0,NOT SPAM
4,98,8,1,NOT SPAM
1,15,12,1,NOT SPAM
2,81,4,0,NOT SPAM
1,124,13,1,SPAM
1,165,18,1,SPAM
4,106,13,1,SPAM
2,125,3,1,NOT SPAM
0,116,3,1,NOT SPAM
3,70,8,1,NOT SPAM
1,114,1,0,NOT SPAM
2,124,9,1,NOT SPAM
2,27,17,1,NOT SPAM
0,181,6,1,SPAM
2,152,13,1,SPAM
5,19,14,0,NOT SPAM
2,198,9,0,SPAM
3,34,4,1,NOT SPAM
0,8,7,1,NOT SPAM
2,68,4,0,NOT SPAM
1,69,4,1,NOT SPAM
3,12,13,1,NOT SPAM
2,56,0,0,NOT SPAM
1,146,4,1,NOT SPAM
2,62,18,1,NOT SPAM
1,15,11,0,NOT SPAM
2,63,14,1,NOT SPAM
5,28,2,1,NOT SPAM
3,92,0,0,NOT SPAM
4,164,11,0,SPAM
2,50,12,0,NOT SPAM
2,32,13,1,NOT SPAM
0,20,9,0,NOT SPAM
2,46,19,1,NOT SPAM
1,107,13,1,NOT SPAM
1,20,13,0,NOT SPAM
2,104,12,1,NOT SPAM
3,144,2,1,NOT SPAM
1,194,18,0,SPAM
2,38,19,0,NOT SPAM
1,42,9,1,NOT SPAM
2,131,11,1,NOT SPAM
1,179,1,1,NOT SPAM
1,26,0,1,NOT SPAM
3,84,3,0,NOT SPAM
3,92,7,1,NOT SPAM
1,7,16,1,NOT SPAM
0,5,13,1,NOT SPAM
3,57,13,0,NOT SPAM
3,196,18,0,SPAM
3,176,3,0,SPAM
0,51,19,1,NOT SPAM
0,170,15,1,SPAM
0,195,18,1,SPAM
4,119,18,1,SPAM
1,45,12,1,NOT SPAM
3,153,6,1,NOT SPAM
0,177,13,1,SPAM
0,145,9,1,SPAM
4,198,13,0,SPAM
1,70,19,0,NOT SPAM
2,47,10,0,NOT SPAM
4,194,10,1,SPAM
1,93,14,0,NOT SPAM
0,180,7,0,SPAM
1,117,16,0,SPAM
2,30,5,1,NOT SPAM
1,103,13,1,NOT SPAM
1,65,8,1,NOT SPAM
1,129,2,0,NOT SPAM
3,123,11,0,NOT SPAM
1,66,3,0,NOT SPAM
1,86,14,0,NOT SPAM
3,146,12,1,SPAM
1,186,17,1,SPAM
2,173,13,0,SPAM
0,192,12,1,SPAM
1,141,8,1,NOT SPAM
3,48,4,0,NOT SPAM
1,60,18,0,NOT SPAM
4,7,7,1,NOT SPAM
2,102,12,1,NOT SPAM
0,101,8,0,NOT SPAM
4,95,16,1,NOT SPAM
2,63,4,0,NOT SPAM
1,77,8,1,NOT SPAM
1,145,10,0,NOT SPAM
2,162,1,1,NOT SPAM
1,57,12,1,NOT SPAM
2,183,0,0,NOT SPAM
2,46,7,0,NOT SPAM
1,158,14,1,SPAM
1,191,1,1,NOT SPAM
5,73,2,1,NOT SPAM
1,114,16,0,NOT SPAM
6,96,17,0,SPAM
4,7,16,0,NOT SPAM
2,45,13,0,NOT SPAM
1,129,10,1,NOT SPAM
1,5,13,0,NOT SPAM
3,197,4,0,SPAM
2,119,5,1,NOT SPAM
1,74,18,1,SPAM
4,130,10,1,NOT SPAM
2,54,1,0,NOT SPAM
1,84,9,1,NOT SPAM
3,101,12,0,NOT SPAM
2,63,1,1,NOT SPAM
4,78,13,0,NOT SPAM
4,67,16,1,NOT SPAM
1,29,8,0,NOT SPAM
4,142,7,0,NOT SPAM
0,81,7,1,NOT SPAM
3,128,6,0,NOT SPAM
3,133,15,0,SPAM
2,103,18,0,SPAM
3,18,16,1,NOT SPAM
1,153,0,1,NOT SPAM
4,190,12,1,SPAM
3,42,15,1,NOT SPAM
0,5,5,0,NOT SPAM
2,88,14,1,NOT SPAM
1,137,11,0,SPAM
0,48,7,1,NOT SPAM
3,197,0,0,SPAM
1,61,10,1,NOT SPAM
1,108,14,0,NOT SPAM
1,49,0,1,NOT SPAM
4,64,15,1,NOT SPAM
3,70,6,0,NOT SPAM
0,51,0,1,NOT SPAM
1,119,1,0,NOT SPAM
4,30,7,0,NOT SPAM
2,141,10,1,NOT SPAM
1,55,12,1,NOT SPAM
2,98,4,0,NOT SPAM
1,114,17,1,SPAM
3,140,18,0,SPAM
3,9,2,1,NOT SPAM
6,43,0,1,NOT SPAM
1,72,4,0,NOT SPAM
3,44,18,0,NOT SPAM
1,40,8,1,NOT SPAM
4,153,6,1,NOT SPAM
2,101,11,1,NOT SPAM
3,30,13,1,NOT SPAM
1,108,15,0,SPAM
2,107,12,0,NOT SPAM
2,79,17,1,NOT SPAM
2,89,9,0,NOT SPAM
1,117,5,1,NOT SPAM
4,60,2,1,NOT SPAM
1,61,3,1,NOT SPAM
1,191,0,0,NOT SPAM
2,132,10,0,SPAM
2,105,16,0,SPAM
5,139,4,0,NOT SPAM
0,174,11,1,SPAM
0,145,19,1,SPAM
2,88,6,0,NOT SPAM
1,166,3,1,NOT SPAM
4,104,15,0,NOT SPAM
4,185,14,0,SPAM
2,50,13,0,NOT SPAM
1,189,1,0,NOT SPAM
1,65,9,1,NOT SPAM
4,60,19,1,NOT SPAM
1,33,1,1,NOT SPAM
8,115,4,0,NOT SPAM
0,96,12,0,NOT SPAM
1,146,9,1,SPAM
3,106,12,1,NOT SPAM
1,75,13,0,NOT SPAM
3,17,17,1,NOT SPAM
2,149,19,0,SPAM
2,161,7,0,NOT SPAM
1,85,4,1,NOT SPAM
2,104,19,1,SPAM
0,87,11,0,NOT SPAM
1,120,15,1,SPAM
0,129,19,0,SPAM
5,6,18,1,NOT SPAM
4,66,6,0,NOT SPAM
3,24,3,0,NOT SPAM
1,188,18,0,SPAM
2,94,9,1,NOT SPAM
1,184,7,1,SPAM
4,157,15,1,SPAM
1,66,3,1,NOT SPAM
0,21,9,1,NOT SPAM
3,43,18,1,NOT SPAM
1,14,15,0,NOT SPAM
3,191,11,0,SPAM
0,157,19,1,SPAM
2,114,1,1,NOT SPAM
2,32,10,0,NOT SPAM
1,65,19,1,NOT SPAM
3,62,12,1,NOT SPAM
3,48,2,1,NOT SPAM
1,87,16,0,NOT SPAM
1,155,9,1,SPAM
3,129,7,0,NOT SPAM
1,149,5,1,NOT SPAM
0,83,13,0,NOT SPAM
1,89,18,1,NOT SPAM
3,42,0,1,NOT SPAM
4,34,10,0,NOT SPAM
2,151,13,0,SPAM
0,36,12,0,NOT SPAM
2,24,11,1,NOT SPAM
1,106,5,1,NOT SPAM
3,68,3,0,NOT SPAM
2,40,8,0,NOT SPAM
2,197,6,1,SPAM
2,175,6,0,NOT SPAM
0,30,12,0,NOT SPAM
3,11,1,1,NOT SPAM
2,38,1,0,NOT SPAM
0,168,14,1,SPAM
2,138,15,0,SPAM
2,169,1,0,NOT SPAM
2,66,19,0,NOT SPAM
2,90,4,0,NOT SPAM
3,77,1,1,NOT SPAM
1,132,19,0,SPAM
2,64,6,0,NOT SPAM
2,68,4,0,NOT SPAM
3,182,10,0,SPAM
2,56,7,0,NOT SPAM
4,149,16,1,SPAM
2,64,13,1,NOT SPAM
1,81,4,1,NOT SPAM
1,123,3,0,NOT SPAM
0,186,2,1,NOT SPAM
2,142,6,0,NOT SPAM
4,129,10,1,NOT SPAM
1,157,0,1,NOT SPAM
0,22,17,0,NOT SPAM
2,68,0,1,NOT SPAM
0,83,15,0,NOT SPAM
0,63,12,1,NOT SPAM
3,159,5,0,NOT SPAM
2,62,5,0,NOT SPAM
3,65,13,0,NOT SPAM
1,122,4,0,NOT SPAM
1,83,7,0,NOT SPAM
2,75,17,0,NOT SPAM
4,175,5,1,SPAM
3,92,4,0,NOT SPAM
1,91,9,1,NOT SPAM
4,143,17,1,SPAM
1,92,12,0,NOT SPAM
3,137,19,0,SPAM
1,190,5,1,SPAM
1,43,3,1,NOT SPAM
2,180,12,0,SPAM
3,84,17,0,NOT SPAM
1,24,12,1,NOT SPAM
3,85,12,1,NOT SPAM
2,23,6,1,NOT SPAM
2,192,4,0,SPAM
2,158,2,0,NOT SPAM
0,157,5,1,NOT SPAM
5,147,7,1,SPAM
2,153,11,0,SPAM
2,179,1,1,NOT SPAM
0,167,10,0,SPAM
4,176,19,0,SPAM
1,138,2,0,NOT SPAM
1,120,9,1,NOT SPAM
5,105,7,0,NOT SPAM
0,155,7,0,NOT SPAM
2,43,13,0,NOT SPAM
1,150,3,1,NOT SPAM
3,172,14,1,SPAM
2,40,9,0,NOT SPAM
5,160,17,0,SPAM
3,196,14,1,SPAM
2,87,18,0,NOT SPAM
2,98,2,1,NOT SPAM
1,190,1,1,SPAM
0,170,12,1,SPAM
1,176,12,1,SPAM
3,6,8,0,NOT SPAM
1,77,2,1,NOT SPAM
1,39,1,0,NOT SPAM
0,133,13,0,SPAM
2,178,15,1,SPAM
3,192,13,1,SPAM
4,67,3,1,NOT SPAM
2,99,1,1,NOT SPAM
3,49,15,1,NOT SPAM
3,129,7,0,NOT SPAM
2,189,0,1,SPAM
3,41,17,1,NOT SPAM
0,11,8,0,NOT SPAM
2,114,11,1,NOT SPAM
2,148,4,0,NOT SPAM
4,182,2,1,SPAM
2,146,7,0,NOT SPAM
2,138,15,0,SPAM
2,193,17,1,SPAM
2,153,11,1,SPAM
1,142,11,0,SPAM
2,36,3,1,NOT SPAM
3,138,9,0,NOT SPAM
1,6,8,0,NOT SPAM
3,43,3,0,NOT SPAM
3,53,0,0,NOT SPAM
1,31,4,0,NOT SPAM
1,60,2,1,NOT SPAM
4,18,10,0,NOT SPAM
2,155,12,1,SPAM
1,107,10,1,NOT SPAM
1,122,5,0,NOT SPAM
0,126,3,1,NOT SPAM
2,109,6,0,NOT SPAM
3,183,2,1,NOT SPAM
2,29,9,1,NOT SPAM
1,57,4,0,NOT SPAM
1,15,18,0,NOT SPAM
4,167,17,1,SPAM
1,187,16,1,SPAM
1,190,0,1,NOT SPAM
3,41,4,0,NOT SPAM
1,13,16,0,NOT SPAM
1,32,8,1,NOT SPAM
3,59,10,0,NOT SPAM
2,178,6,0,SPAM
2,131,6,1,NOT SPAM
2,74,1,0,NOT SPAM
2,31,13,1,NOT SPAM
3,14,15,1,NOT SPAM
3,155,4,0,NOT SPAM
5,153,17,0,SPAM
1,177,3,1,SPAM
3,130,11,1,NOT SPAM
1,7,18,0,NOT SPAM
0,191,12,1,SPAM
2,47,5,1,NOT SPAM
3,103,10,0,NOT SPAM
1,11,14,0,NOT SPAM
4,159,16,1,SPAM
1,194,1,1,NOT SPAM
0,46,12,1,NOT SPAM
2,101,0,1,NOT SPAM
0,8,3,1,NOT SPAM
4,194,14,0,SPAM
1,140,15,1,SPAM
2,88,10,1,NOT SPAM
1,149,2,1,NOT SPAM
1,9,11,1,NOT SPAM
1,195,11,0,SPAM
2,117,10,1,NOT SPAM
1,141,15,1,SPAM
2,140,12,1,SPAM
3,11,11,1,NOT SPAM
4,41,9,0,NOT SPAM
2,59,10,0,NOT SPAM
2,71,17,1,NOT SPAM
3,140,4,0,NOT SPAM
3,73,19,1,SPAM
2,9,12,0,NOT SPAM
3,21,16,0,NOT SPAM
1,115,11,0,NOT SPAM
4,62,16,0,NOT SPAM
0,195,0,1,SPAM
5,159,7,0,SPAM
2,108,15,0,NOT SPAM
1,117,14,0,NOT SPAM
1,96,18,0,NOT SPAM
1,72,9,1,NOT SPAM
2,32,1,1,NOT SPAM
1,93,3,1,NOT SPAM
4,190,3,1,SPAM
3,182,19,1,SPAM
0,110,11,0,NOT SPAM
2,71,16,1,NOT SPAM
0,126,3,0,NOT SPAM
0,163,7,0,NOT SPAM
2,105,15,0,NOT SPAM
3,16,14,1,NOT SPAM
2,187,13,0,SPAM
2,105,18,0,SPAM
1,8,10,0,NOT SPAM
0,125,12,0,NOT SPAM
2,46,7,1,NOT SPAM
3,186,8,0,SPAM
3,26,1,0,NOT SPAM
3,5,19,1,NOT SPAM
3,52,1,1,NOT SPAM
0,47,7,1,NOT SPAM
1,106,17,0,NOT SPAM
2,152,6,0,NOT SPAM
1,22,10,0,NOT SPAM
4,181,19,1,SPAM
0,80,0,1,NOT SPAM
1,149,15,0,SPAM
4,185,15,1,SPAM
1,154,9,1,SPAM
2,86,16,1,NOT SPAM
4,14,9,1,NOT SPAM
2,28,5,0,NOT SPAM
3,144,13,0,SPAM
1,8,14,0,NOT SPAM
2,174,3,0,NOT SPAM
1,130,1,0,NOT SPAM
3,137,18,1,SPAM
3,158,12,0,SPAM
1,191,11,0,SPAM
3,194,12,1,SPAM
3,84,14,1,SPAM
3,9,1,1,NOT SPAM
2,158,7,1,SPAM
0,87,2,1,NOT SPAM
4,10,0,1,NOT SPAM
1,156,10,1,SPAM
2,185,8,1,SPAM
2,11,16,0,NOT SPAM
1,14,6,1,NOT SPAM
2,171,3,1,NOT SPAM
6,82,12,0,NOT SPAM
0,160,4,0,NOT SPAM
4,46,11,0,NOT SPAM
2,66,19,1,NOT SPAM
1,129,4,0,NOT SPAM
2,184,10,0,SPAM
4,26,1,1,NOT SPAM
1,61,3,0,NOT SPAM
2,100,9,0,NOT SPAM
2,143,6,1,SPAM
5,146,11,0,SPAM
1,35,7,1,NOT SPAM
0,8,15,0,NOT SPAM
2,113,1,0,NOT SPAM
1,154,2,0,NOT SPAM
0,122,16,1,SPAM
1,97,14,0,NOT SPAM
1,103,17,0,NOT SPAM
2,196,9,0,SPAM
2,81,1,0,NOT SPAM
2,87,16,0,NOT SPAM
0,119,15,0,NOT SPAM
3,65,6,1,NOT SPAM
1,104,18,1,SPAM
1,138,15,1,SPAM
3,83,0,1,NOT SPAM
1,10,3,1,NOT SPAM
0,70,12,0,NOT SPAM
1,168,9,1,SPAM
2,147,10,0,SPAM
2,80,18,1,NOT SPAM
1,44,14,0,NOT SPAM
1,173,10,1,SPAM
4,11,2,0,NOT SPAM
3,26,1,0,NOT SPAM
0,76,10,1,NOT SPAM
1,110,9,1,NOT SPAM
3,143,2,0,NOT SPAM
3,134,4,1,SPAM
1,34,14,1,NOT SPAM
2,72,3,0,NOT SPAM
3,185,16,0,SPAM
1,93,0,0,NOT SPAM
0,153,0,1,NOT SPAM
2,157,11,0,SPAM
3,77,9,0,NOT SPAM
2,76,8,1,NOT SPAM
3,137,8,0,NOT SPAM
0,70,19,0,NOT SPAM
2,89,19,1,SPAM
4,53,13,0,NOT SPAM
4,12,18,1,NOT SPAM
2,159,9,1,SPAM
2,6,2,0,NOT SPAM
1,32,19,0,NOT SPAM
1,143,16,1,SPAM
0,50,2,1,NOT SPAM
2,130,11,1,SPAM
0,25,14,1,NOT SPAM
1,174,4,1,SPAM
3,36,14,1,NOT SPAM
0,164,19,1,SPAM
2,154,15,0,SPAM
1,81,8,1,NOT SPAM
2,25,7,0,NOT SPAM
0,154,10,1,SPAM
2,38,8,0,NOT SPAM
1,142,15,0,SPAM
3,69,13,1,NOT SPAM
3,69,14,1,NOT SPAM
2,92,13,0,NOT SPAM
2,71,9,0,NOT SPAM
2,47,12,0,NOT SPAM
0,119,0,1,NOT SPAM
2,173,8,1,SPAM
2,145,16,1,SPAM
1,122,16,0,SPAM
3,8,9,1,NOT SPAM
1,27,12,1,NOT SPAM
1,74,17,1,NOT SPAM
2,166,12,0,SPAM
1,45,12,0,NOT SPAM
1,150,9,0,NOT SPAM
0,124,19,1,SPAM
3,94,6,0,NOT SPAM
2,165,6,0,NOT SPAM
2,157,8,0,SPAM
4,56,15,0,NOT SPAM
1,149,14,1,SPAM
3,55,2,0,NOT SPAM
2,135,12,1,SPAM
2,59,10,0,NOT SPAM
1,188,7,1,SPAM
3,123,5,0,NOT SPAM
1,117,9,0,NOT SPAM
2,39,16,1,NOT SPAM
1,72,19,0,NOT SPAM
3,191,8,0,SPAM
3,96,13,1,NOT SPAM
1,63,19,1,NOT SPAM
2,17,12,0,NOT SPAM
0,66,0,0,NOT SPAM
2,98,18,0,SPAM
2,179,8,0,SPAM
0,7,16,0,NOT SPAM
3,25,14,1,NOT SPAM
4,108,19,0,SPAM
0,69,4,0,NOT SPAM
3,150,3,0,NOT SPAM
1,17,3,0,NOT SPAM
2,81,14,0,NOT SPAM
3,113,4,1,NOT SPAM
2,100,16,0,NOT SPAM
0,97,6,0,NOT SPAM
0,49,5,1,NOT SPAM
1,66,14,0,NOT SPAM
4,34,19,0,NOT SPAM
1,18,13,0,NOT SPAM
0,185,9,1,SPAM
2,14,5,1,NOT SPAM
0,163,9,1,SPAM
3,10,19,0,NOT SPAM
3,123,8,0,NOT SPAM
2,23,12,0,NOT SPAM
4,16,13,0,NOT SPAM
0,121,0,1,NOT SPAM
4,196,0,1,SPAM
1,107,18,0,SPAM
2,118,8,1,NOT SPAM
1,86,4,0,NOT SPAM
1,187,16,0,SPAM
4,199,15,1,SPAM
0,13,11,1,NOT SPAM
0,138,4,1,NOT SPAM
3,133,5,0,NOT SPAM
1,174,19,0,SPAM
2,97,10,1,NOT SPAM
1,187,18,1,SPAM
2,181,5,1,SPAM
3,103,9,1,NOT SPAM
3,103,14,1,NOT SPAM
1,34,17,0,NOT SPAM
1,39,6,0,NOT SPAM
1,67,2,1,NOT SPAM
2,154,15,1,SPAM
2,175,12,0,SPAM
4,32,16,0,NOT SPAM
4,150,3,1,NOT SPAM
4,36,18,0,NOT SPAM
2,73,3,1,NOT SPAM
2,186,11,0,SPAM
0,166,3,0,NOT SPAM
2,163,16,1,SPAM
1,114,17,1,SPAM
2,101,5,0,NOT SPAM
2,136,18,1,SPAM
1,146,4,1,NOT SPAM
5,19,1,1,NOT SPAM
1,192,10,1,SPAM
3,24,12,0,NOT SPAM
2,24,4,0,NOT SPAM
3,181,7,0,SPAM
4,103,10,0,NOT SPAM
1,72,3,0,NOT SPAM
0,22,17,0,NOT SPAM
4,156,14,1,SPAM
3,159,4,0,SPAM
1,37,11,1,NOT SPAM
2,129,3,1,NOT SPAM
4,68,3,1,NOT SPAM
3,157,19,0,SPAM
1,73,8,0,NOT SPAM
0,150,8,1,SPAM
4,49,13,0,NOT SPAM
1,114,7,0,NOT SPAM
1,24,0,1,NOT SPAM
3,39,10,1,NOT SPAM
3,138,3,0,NOT SPAM
2,95,16,0,NOT SPAM
0,13,16,0,NOT SPAM
3,184,18,0,SPAM
1,160,12,1,SPAM
1,23,18,0,NOT SPAM
2,107,16,1,SPAM
1,89,19,1,NOT SPAM
1,67,11,1,NOT SPAM
2,99,19,1,SPAM
1,139,13,0,SPAM
3,41,8,1,NOT SPAM
1,93,11,0,NOT SPAM
1,96,16,0,NOT SPAM
4,40,15,1,NOT SPAM
1,21,11,1,NOT SPAM
3,94,9,0,NOT SPAM
1,96,1,1,NOT SPAM
0,169,2,1,NOT SPAM
3,192,4,0,SPAM
1,53,15,1,NOT SPAM
0,85,12,1,NOT SPAM
3,188,17,1,SPAM
1,38,1,0,NOT SPAM
1,162,0,1,NOT SPAM
4,159,8,0,SPAM
2,183,17,0,SPAM
3,141,4,1,NOT SPAM
2,24,2,0,NOT SPAM
1,179,4,1,SPAM
0,151,11,1,SPAM
2,72,7,0,NOT SPAM
0,81,7,0,NOT SPAM
3,106,6,1,NOT SPAM
1,144,1,0,NOT SPAM
0,129,0,0,NOT SPAM
1,77,0,0,NOT SPAM
1,83,7,1,NOT SPAM
4,117,16,1,SPAM
3,137,4,1,NOT SPAM
3,29,13,1,NOT SPAM
1,105,7,1,NOT SPAM
2,35,19,0,NOT SPAM
3,178,17,0,SPAM
3,38,6,1,NOT SPAM
4,173,13,1,SPAM
0,72,13,0,NOT SPAM
0,126,5,1,NOT SPAM
3,170,2,1,NOT SPAM
2,50,13,0,NOT SPAM
1,73,13,1,NOT SPAM
1,31,2,1,NOT SPAM
1,175,9,1,SPAM
3,49,8,1,NOT SPAM
1,22,6,0,NOT SPAM
0,36,6,1,NOT SPAM
1,6,6,1,NOT SPAM
5,173,11,0,SPAM
1,24,3,0,NOT SPAM
0,190,19,1,SPAM
3,42,12,1,NOT SPAM
2,5,2,0,NOT SPAM
1,186,19,0,SPAM
1,146,8,0,NOT SPAM
4,157,19,0,SPAM
1,141,12,0,NOT SPAM
2,193,0,0,NOT SPAM
2,184,5,0,SPAM
1,140,19,0,SPAM
4,20,7,1,NOT SPAM
1,118,16,1,SPAM
0,12,17,1,NOT SPAM
2,27,3,1,NOT SPAM
0,77,11,1,NOT SPAM
3,38,15,1,NOT SPAM
0,22,17,0,NOT SPAM
5,113,9,1,NOT SPAM
3,48,3,0,NOT SPAM
1,147,1,1,NOT SPAM
2,19,14,1,NOT SPAM
2,97,8,1,NOT SPAM
2,131,14,1,SPAM
1,125,4,1,NOT SPAM
4,27,18,1,NOT SPAM
1,197,2,1,SPAM
4,75,16,1,NOT SPAM
0,113,12,0,NOT SPAM
2,36,2,1,NOT SPAM
2,118,3,1,NOT SPAM
1,164,17,1,SPAM
4,37,2,0,NOT SPAM
2,175,13,0,SPAM
4,17,15,0,NOT SPAM
2,120,11,0,NOT SPAM
3,141,10,0,NOT SPAM
3,194,1,0,NOT SPAM
1,189,0,1,NOT SPAM
0,180,12,1,SPAM
1,175,17,1,SPAM
2,71,17,1,NOT SPAM
2,36,12,0,NOT SPAM
4,77,3,0,NOT SPAM
1,109,0,1,NOT SPAM
3,192,14,1,SPAM
4,133,16,0,SPAM
4,189,5,0,SPAM
1,117,4,0,NOT SPAM
2,110,0,1,NOT SPAM
3,73,15,0,NOT SPAM
0,73,13,0,NOT SPAM
1,65,4,1,NOT SPAM
2,12,2,1,NOT SPAM
3,11,2,1,NOT SPAM
2,169,11,1,SPAM
1,174,17,0,SPAM
1,164,8,0,SPAM
0,149,16,1,SPAM
2,160,16,0,SPAM
2,74,19,0,NOT SPAM
1,180,17,1,SPAM
2,58,2,1,NOT SPAM
3,174,17,0,SPAM
2,40,14,1,NOT SPAM
2,70,0,1,NOT SPAM
3,163,2,0,NOT SPAM
2,197,6,1,SPAM
2,7,9,0,NOT SPAM
1,17,8,1,NOT SPAM
4,163,8,0,NOT SPAM
5,33,7,1,NOT SPAM
1,61,5,1,NOT SPAM
1,165,0,0,NOT SPAM
4,185,15,0,SPAM
2,14,9,1,NOT SPAM
4,67,10,0,NOT SPAM
3,77,11,0,NOT SPAM
2,197,2,1,SPAM
2,112,5,1,NOT SPAM
0,105,7,0,NOT SPAM
2,100,12,1,NOT SPAM
0,101,18,1,NOT SPAM
4,6,7,1,NOT SPAM
3,114,12,0,NOT SPAM
3,134,3,0,NOT SPAM
0,127,2,1,NOT SPAM
4,120,19,0,SPAM
2,41,2,1,NOT SPAM
1,134,11,0,SPAM
1,65,4,1,NOT SPAM
3,44,5,0,NOT SPAM
2,195,17,0,SPAM
1,29,19,0,NOT SPAM
2,127,13,1,SPAM
1,170,4,0,NOT SPAM
2,41,10,1,NOT SPAM
3,31,8,1,NOT SPAM
2,88,16,0,NOT SPAM
1,182,11,1,SPAM
0,166,0,0,NOT SPAM
0,48,0,0,NOT SPAM
1,76,3,1,NOT SPAM
2,136,17,1,SPAM
2,184,16,1,SPAM
2,59,11,1,NOT SPAM
1,77,19,1,SPAM
1,16,11,0,NOT SPAM
2,146,4,1,NOT SPAM
0,167,0,1,NOT SPAM
1,10,18,1,NOT SPAM
3,51,6,1,NOT SPAM
0,155,14,0,SPAM
0,119,13,1,NOT SPAM
1,72,2,1,NOT SPAM
1,197,4,1,SPAM
0,63,5,1,NOT SPAM
2,141,10,0,NOT SPAM
2,123,18,1,SPAM
2,190,1,0,NOT SPAM
0,52,11,1,NOT SPAM
